player_id,name,season,team_code,position,status,review_status,reviewed_by,last_updated,rating_confidence,reason,overall,speed,strength,awareness,pass_rating,run_rating,receiving,blocking,pass_block,run_block,pass_rush,run_defense,tackling,coverage,man_coverage,zone_coverage,hands,kicking,punting,clutch,playoff_clutch,durability
00-0004304,Corey Dillon,1999,CIN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star RB on bad team, 1200 yds",88,,,,,,,,,,,,,,,,,,,,,
00-0012953,Carl Pickens,1999,CIN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran #1 WR,82,,,,,,,,,,,,,,,,,,,,,
00-0014544,Darnay Scott,1999,CIN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,1000-yd deep threat,80,,,,,,,,,,,,,,,,,,,,,
00-0000352,Willie Anderson,1999,CIN,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Elite Pro Bowl right tackle,86,,,,,,,,,,,,,,,,,,,,,
00-0001669,Rich Braham,1999,CIN,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid starting center,76,,,,,,,,,,,,,,,,,,,,,
00-0015474,Takeo Spikes,1999,CIN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending tackle machine,82,,,,,,,,,,,,,,,,,,,,,
00-0005384,Steve Foley,1999,CIN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young pass rusher,74,,,,,,,,,,,,,,,,,,,,,
00-0003470,John Copeland,1999,CIN,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran defensive end,73,,,,,,,,,,,,,,,,,,,,,
00-0002765,Tom Carter,1999,CIN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,74,,,,,,,,,,,,,,,,,,,,,
00-0007115,Artrell Hawkins,1999,CIN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting corner,72,,,,,,,,,,,,,,,,,,,,,
00-0012742,Doug Pelfrey,1999,CIN,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran kicker,74,,,,,,,,,,,,,,,,,,,,,
00-0003535,Tim Couch,1999,CLE,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Rookie #1 pick, rough on expansion team",72,,,,,,,,,,,,,,,,,,,,,
00-0004230,Ty Detmer,1999,CLE,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran backup,66,,,,,,,,,,,,,,,,,,,,,
00-0009288,Terry Kirby,1999,CLE,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead back by default,72,,,,,,,,,,,,,,,,,,,,,
00-0008560,Kevin Johnson,1999,CLE,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Rookie standout, 986 yds",80,,,,,,,,,,,,,,,,,,,,,
00-0014790,Leslie Shepherd,1999,CLE,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran possession WR,72,,,,,,,,,,,,,,,,,,,,,
00-0002012,Orlando Brown,1999,CLE,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Massive run-blocking RT,79,,,,,,,,,,,,,,,,,,,,,
00-0001990,Lomas Brown,1999,CLE,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting left tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0013317,Jim Pyne,1999,CLE,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting interior lineman,72,,,,,,,,,,,,,,,,,,,,,
00-0011268,Jamir Miller,1999,CLE,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Best defender, every-down LB",80,,,,,,,,,,,,,,,,,,,,,
00-0015469,Chris Spielman,1999,CLE,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran LB (injury-shortened),73,,,,,,,,,,,,,,,,,,,,,
00-0005627,Corey Fuller,1999,CLE,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting corner,74,,,,,,,,,,,,,,,,,,,,,
00-0010777,Daylon McCutcheon,1999,CLE,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie starting corner,73,,,,,,,,,,,,,,,,,,,,,
00-0013111,Marquez Pope,1999,CLE,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting safety,72,,,,,,,,,,,,,,,,,,,,,
00-0004091,Phil Dawson,1999,CLE,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable rookie kicker,76,,,,,,,,,,,,,,,,,,,,,
00-0005771,Chris Gardocki,1999,CLE,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber punter,80,,,,,,,,,,,,,,,,,,,,,
00-0015700,Kordell Stewart,1999,PIT,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Struggled, benched at times",72,,,,,,,,,,,,,,,,,,,,,
00-0016538,Mike Tomczak,1999,PIT,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran backup,67,,,,,,,,,,,,,,,,,,,,,
00-0001215,Jerome Bettis,1999,PIT,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Workhorse, 1091 yds",84,,,,,,,,,,,,,,,,,,,,,
00-0007969,Richard Huntley,1999,PIT,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Change-of-pace back,73,,,,,,,,,,,,,,,,,,,,,
00-0017162,Hines Ward,1999,PIT,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Emerging every-down WR,80,,,,,,,,,,,,,,,,,,,,,
00-0004780,Troy Edwards,1999,PIT,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie wideout,74,,,,,,,,,,,,,,,,,,,,,
00-0002102,Mark Bruener,1999,PIT,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Blocking tight end,74,,,,,,,,,,,,,,,,,,,,,
00-0004085,Dermontti Dawson,1999,PIT,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl center, slight decline",84,,,,,,,,,,,,,,,,,,,,,
00-0005058,Alan Faneca,1999,PIT,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending star guard,85,,,,,,,,,,,,,,,,,,,,,
00-0005967,Jason Gildon,1999,PIT,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Double-digit-sack edge,85,,,,,,,,,,,,,,,,,,,,,
00-0013126,Joey Porter,1999,PIT,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending pass rusher,76,,,,,,,,,,,,,,,,,,,,,
00-0009298,Levon Kirkland,1999,PIT,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Run-stuffing every-down ILB,82,,,,,,,,,,,,,,,,,,,,,
00-0007652,Earl Holmes,1999,PIT,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting inside linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0004901,Carlos Emmons,1999,PIT,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Athletic starting linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0014539,Chad Scott,1999,PIT,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0017241,Dewayne Washington,1999,PIT,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Steady starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0005346,Lee Flowers,1999,PIT,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting starting safety,76,,,,,,,,,,,,,,,,,,,,,
00-0001980,Kris Brown,1999,PIT,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young kicker,74,,,,,,,,,,,,,,,,,,,,,
00-0011279,Josh Miller,1999,PIT,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid punter,74,,,,,,,,,,,,,,,,,,,,,
00-0002110,Mark Brunell,1999,JAX,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl dual-threat QB, led 14-2",84,,,,,,,,,,,,,,,,,,,,,
00-0016098,Fred Taylor,1999,JAX,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Explosive lead back, elite when healthy",85,,,,,,,,,,,,,,,,,,,,,
00-0015698,James Stewart,1999,JAX,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Goal-line back, 13 TD",76,,,,,,,,,,,,,,,,,,,,,
00-0015218,Jimmy Smith,1999,JAX,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite All-Pro WR, 116 cat / 1636 yds",92,,,,,,,,,,,,,,,,,,,,,
00-0010668,Keenan McCardell,1999,JAX,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Excellent #2, 1164 yds",86,,,,,,,,,,,,,,,,,,,,,
00-0001661,Kyle Brady,1999,JAX,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Blocking tight end,76,,,,,,,,,,,,,,,,,,,,,
00-0001519,Tony Boselli,1999,JAX,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Best LT in football, dominant All-Pro",93,,,,,,,,,,,,,,,,,,,,,
00-0014616,Leon Searcy,1999,JAX,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Quality right tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0001623,Tony Brackens,1999,JAX,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"12 sacks, Pro Bowl edge",86,,,,,,,,,,,,,,,,,,,,,
00-0017033,Gary Walker,1999,JAX,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive Pro Bowl DT,83,,,,,,,,,,,,,,,,,,,,,
00-0012689,Seth Payne,1999,JAX,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Stout nose tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0018351,Renaldo Wynn,1999,JAX,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Base defensive end,75,,,,,,,,,,,,,,,,,,,,,
00-0006843,Kevin Hardy,1999,JAX,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Versatile star linebacker,85,,,,,,,,,,,,,,,,,,,,,
00-0012679,Bryce Paup,1999,JAX,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Veteran rusher, declining",74,,,,,,,,,,,,,,,,,,,,,
00-0000939,Aaron Beasley,1999,JAX,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0002138,Fernando Bryant,1999,JAX,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0009561,Carnell Lake,1999,JAX,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber veteran DB,82,,,,,,,,,,,,,,,,,,,,,
00-0003897,Donovin Darius,1999,JAX,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting young safety,78,,,,,,,,,,,,,,,,,,,,,
00-0007622,Mike Hollis,1999,JAX,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Accurate Pro Bowl kicker,82,,,,,,,,,,,,,,,,,,,,,
00-0011024,Steve McNair,1999,TEN,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Tough dual-threat leader, SB run",85,,,,,,,,,,,,,,,,,,,,,
00-0005883,Eddie George,1999,TEN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Workhorse star, 1304 yds, Pro Bowl",90,,,,,,,,,,,,,,,,,,,,,
00-0011958,Lorenzo Neal,1999,TEN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Bulldozer lead-blocking FB,74,,,,,,,,,,,,,,,,,,,,,
00-0018343,Frank Wycheck,1999,TEN,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl receiving TE, Music City lateral",87,,,,,,,,,,,,,,,,,,,,,
00-0004694,Kevin Dyson,1999,TEN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Ascending WR, Music City Miracle",78,,,,,,,,,,,,,,,,,,,,,
00-0016214,Yancey Thigpen,1999,TEN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran #1 when healthy,79,,,,,,,,,,,,,,,,,,,,,
00-0010550,Bruce Matthews,1999,TEN,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Future HOF, All-Pro interior anchor",90,,,,,,,,,,,,,,,,,,,,,
00-0007719,Brad Hopkins,1999,TEN,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber left tackle,84,,,,,,,,,,,,,,,,,,,,,
00-0012381,Benji Olson,1999,TEN,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting guard,76,,,,,,,,,,,,,,,,,,,,,
00-0009056,Jevon Kearse,1999,TEN,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Defensive ROY, 14.5 sacks, freak edge",92,,,,,,,,,,,,,,,,,,,,,
00-0004989,Josh Evans,1999,TEN,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting defensive tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0005263,Jason Fisk,1999,TEN,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0013858,Eddie Robinson,1999,TEN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Every-down linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0018259,Barron Wortham,1999,TEN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,74,,,,,,,,,,,,,,,,,,,,,
00-0013995,Samari Rolle,1999,TEN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending shutdown corner,82,,,,,,,,,,,,,,,,,,,,,
00-0017026,Denard Walker,1999,TEN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0001266,Blaine Bishop,1999,TEN,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl hard-hitting safety,84,,,,,,,,,,,,,,,,,,,,,
00-0013835,Marcus Robertson,1999,TEN,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran ballhawk safety,80,,,,,,,,,,,,,,,,,,,,,
00-0004147,Al Del Greco,1999,TEN,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable veteran kicker,82,,,,,,,,,,,,,,,,,,,,,
00-0007308,Craig Hentrich,1999,TEN,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl punter,80,,,,,,,,,,,,,,,,,,,,,
00-0010346,Peyton Manning,1999,IND,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Ascending franchise QB, 4135 yds, 26 TD",90,,,,,,,,,,,,,,,,,,,,,
00-0008241,Edgerrin James,1999,IND,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Offensive ROY, NFL rushing leader 1553 yds",92,,,,,,,,,,,,,,,,,,,,,
00-0007024,Marvin Harrison,1999,IND,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite WR, 1663 yds, 12 TD",93,,,,,,,,,,,,,,,,,,,,,
00-0017697,Terrence Wilkins,1999,IND,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Slot/return rookie,73,,,,,,,,,,,,,,,,,,,,,
00-0006322,E.G. Green,1999,IND,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational receiver,72,,,,,,,,,,,,,,,,,,,,,
00-0004294,Ken Dilger,1999,IND,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable starting tight end,78,,,,,,,,,,,,,,,,,,,,,
00-0013080,Marcus Pollard,1999,IND,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving #2 TE,74,,,,,,,,,,,,,,,,,,,,,
00-0006042,Tarik Glenn,1999,IND,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber left tackle,85,,,,,,,,,,,,,,,,,,,,,
00-0011075,Adam Meadows,1999,IND,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid starting right tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0014375,Jeff Saturday,1999,IND,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending starting center,78,,,,,,,,,,,,,,,,,,,,,
00-0010966,Steve McKinney,1999,IND,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting guard,74,,,,,,,,,,,,,,,,,,,,,
00-0001707,Chad Bratzke,1999,IND,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"12 sacks, team sack leader",83,,,,,,,,,,,,,,,,,,,,,
00-0008494,Ellis Johnson,1999,IND,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting defensive tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0017619,Bernard Whittington,1999,IND,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational lineman,73,,,,,,,,,,,,,,,,,,,,,
00-0001100,Cornelius Bennett,1999,IND,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran leader LB,76,,,,,,,,,,,,,,,,,,,,,
00-0012871,Mike Peterson,1999,IND,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie tackle machine,76,,,,,,,,,,,,,,,,,,,,,
00-0002328,Jeff Burris,1999,IND,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0001068,Jason Belser,1999,IND,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting safety,76,,,,,,,,,,,,,,,,,,,,,
00-0016830,Mike Vanderjagt,1999,IND,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Accurate placekicker,80,,,,,,,,,,,,,,,,,,,,,
00-0006300,Elvis Grbac,1999,KC,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl season when healthy,78,,,,,,,,,,,,,,,,,,,,,
00-0000279,Kimble Anders,1999,KC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl receiving fullback,76,,,,,,,,,,,,,,,,,,,,,
00-0011675,Bam Morris,1999,KC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Short-yardage back,72,,,,,,,,,,,,,,,,,,,,,
00-0013694,Tony Richardson,1999,KC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead/blocking back,72,,,,,,,,,,,,,,,,,,,,,
00-0000145,Derrick Alexander,1999,KC,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead WR, 1391 yds",82,,,,,,,,,,,,,,,,,,,,,
00-0013770,Andre Rison,1999,KC,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran wideout,76,,,,,,,,,,,,,,,,,,,,,
00-0006101,Tony Gonzalez,1999,KC,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite All-Pro receiving TE, 1203 yds",90,,,,,,,,,,,,,,,,,,,,,
00-0014811,Will Shields,1999,KC,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Perennial All-Pro guard,90,,,,,,,,,,,,,,,,,,,,,
00-0006513,Tim Grunhard,1999,KC,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber center,80,,,,,,,,,,,,,,,,,,,,,
00-0016002,David Szott,1999,KC,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting guard,78,,,,,,,,,,,,,,,,,,,,,
00-0013759,Victor Riley,1999,KC,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0016248,Derrick Thomas,1999,KC,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Star edge rusher (final season),90,,,,,,,,,,,,,,,,,,,,,
00-0010874,Chester McGlockton,1999,KC,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber defensive tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0002090,John Browning,1999,KC,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational lineman,74,,,,,,,,,,,,,,,,,,,,,
00-0004757,Donnie Edwards,1999,KC,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Every-down playmaking LB,80,,,,,,,,,,,,,,,,,,,,,
00-0012666,Marvcus Patton,1999,KC,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0007095,James Hasty,1999,KC,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0018212,Jerome Woods,1999,KC,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl safety,78,,,,,,,,,,,,,,,,,,,,,
00-0015791,Pete Stoyanovich,1999,KC,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable kicker,78,,,,,,,,,,,,,,,,,,,,,
00-0006423,Brian Griese,1999,DEN,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,First year starting post-Elway,74,,,,,,,,,,,,,,,,,,,,,
00-0004054,Terrell Davis,1999,DEN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Reigning MVP, torn ACL Week 4 (lost season)",80,,,,,,,,,,,,,,,,,,,,,
00-0005816,Olandis Gary,1999,DEN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Stepped in for 1159 yds,80,,,,,,,,,,,,,,,,,,,,,
00-0006456,Howard Griffith,1999,DEN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead-blocking fullback,72,,,,,,,,,,,,,,,,,,,,,
00-0015290,Rod Smith,1999,DEN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl WR, 1020 yds",86,,,,,,,,,,,,,,,,,,,,,
00-0010650,Ed McCaffrey,1999,DEN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Reliable big WR, 1018 yds",84,,,,,,,,,,,,,,,,,,,,,
00-0014722,Shannon Sharpe,1999,DEN,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl receiving tight end,84,,,,,,,,,,,,,,,,,,,,,
00-0008886,Tony Jones,1999,DEN,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran Pro Bowl left tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0014449,Mark Schlereth,1999,DEN,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl guard,80,,,,,,,,,,,,,,,,,,,,,
00-0011915,Tom Nalen,1999,DEN,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,All-Pro center,86,,,,,,,,,,,,,,,,,,,,,
00-0013282,Trevor Pryce,1999,DEN,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Disruptive Pro Bowl DT, 13 sacks",85,,,,,,,,,,,,,,,,,,,,,
00-0015267,Neil Smith,1999,DEN,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran pass rusher,78,,,,,,,,,,,,,,,,,,,,,
00-0016599,Keith Traylor,1999,DEN,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Stout nose tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0014004,Bill Romanowski,1999,DEN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Intense veteran linebacker,80,,,,,,,,,,,,,,,,,,,,,
00-0011449,John Mobley,1999,DEN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Every-down playmaking LB,80,,,,,,,,,,,,,,,,,,,,,
00-0003661,Ray Crockett,1999,DEN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Steady starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0002722,Dale Carter,1999,DEN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Veteran corner, down/suspension-affected year",74,,,,,,,,,,,,,,,,,,,,,
00-0001713,Tyrone Braxton,1999,DEN,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran ballhawk safety,76,,,,,,,,,,,,,,,,,,,,,
00-0004811,Jason Elam,1999,DEN,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Elite kicker,86,,,,,,,,,,,,,,,,,,,,,
00-0005741,Rich Gannon,1999,LV,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl first year as Raider, dual-threat",82,,,,,,,,,,,,,,,,,,,,,
00-0009038,Napoleon Kaufman,1999,LV,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Explosive change-of-pace back,76,,,,,,,,,,,,,,,,,,,,,
00-0017486,Tyrone Wheatley,1999,LV,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee power back,74,,,,,,,,,,,,,,,,,,,,,
00-0002058,Tim Brown,1999,LV,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star veteran WR, 1344 yds, Pro Bowl",88,,,,,,,,,,,,,,,,,,,,,
00-0008400,James Jett,1999,LV,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Deep-threat #2,73,,,,,,,,,,,,,,,,,,,,,
00-0004574,Rickey Dudley,1999,LV,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Athletic receiving TE,74,,,,,,,,,,,,,,,,,,,,,
00-0009150,Lincoln Kennedy,1999,LV,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl right tackle,84,,,,,,,,,,,,,,,,,,,,,
00-0018129,Steve Wisniewski,1999,LV,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Perennial Pro Bowl guard,84,,,,,,,,,,,,,,,,,,,,,
00-0013797,Barret Robbins,1999,LV,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl center,80,,,,,,,,,,,,,,,,,,,,,
00-0003305,Mo Collins,1999,LV,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0008664,Lance Johnstone,1999,LV,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pass-rushing edge,76,,,,,,,,,,,,,,,,,,,,,
00-0014185,Darrell Russell,1999,LV,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber defensive tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0008124,Grady Jackson,1999,LV,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Run-stuffing tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0001232,Greg Biekert,1999,LV,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid every-down middle LB,76,,,,,,,,,,,,,,,,,,,,,
00-0018227,Charles Woodson,1999,LV,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star young corner, Pro Bowl",88,,,,,,,,,,,,,,,,,,,,,
00-0000204,Eric Allen,1999,LV,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran Pro Bowl corner,82,,,,,,,,,,,,,,,,,,,,,
00-0000400,Leo Araguz,1999,LV,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Strong-legged punter,74,,,,,,,,,,,,,,,,,,,,,
00-0006808,Jim Harbaugh,1999,LAC,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starter,74,,,,,,,,,,,,,,,,,,,,,
00-0011081,Natrone Means,1999,LAC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead back,76,,,,,,,,,,,,,,,,,,,,,
00-0005324,Terrell Fletcher,1999,LAC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Third-down back,70,,,,,,,,,,,,,,,,,,,,,
